"","read_nai1","read_nai2","read_nai3","read_eff1","read_eff2","read_tem1","read_tem2","read_tcm1","read_tcm2"
"union_peak_274",0.222191836,0.169880325,0.136112259,3.389890625,3.904767007,3.337061127,3.614529136,2.098514853,2.354932265
"union_peak_276",0.08186015,0.032358157,0.025521049,1.141733995,1.534892691,0.814558228,0.751334708,1.1531443,1.156626024
"union_peak_280",0.046777229,0.153701247,0.093577178,1.435995334,1.289309861,1.589702348,1.533128931,0.560989119,0.468902442
"union_peak_284",0.6548812,0.550088672,0.544449036,2.307008898,2.517224014,3.468441486,2.751509539,2.15045829,2.261151777
"union_peak_286",0.058471536,0.064716314,0.144619275,1.55369987,1.805033805,1.655392527,1.35037184,1.19469905,1.469227652
"union_peak_287",0.105248764,0.040447696,0.017014032,2.365861165,2.333036891,1.832756013,2.010328002,1.319363299,1.104525753
"union_peak_288",0.08186015,0.064716314,0.085070162,2.354090712,2.664573712,2.890367905,2.822581741,1.19469905,1.896449877
"union_peak_292",0.935544571,0.897938862,0.706082343,3.1427111,3.229414223,3.619528899,3.695754509,2.462118911,2.730054219
"union_peak_296",0.198803221,0.11325355,0.144619275,1.377143066,0.945493898,1.510874132,1.543282103,0.976536615,1.042005427
"union_peak_299",0.771824271,1.399490298,0.64653323,4.154970107,4.420490951,5.412870804,4.264332126,3.147772279,3.678279157
"union_peak_300",0.152025993,0.080895393,0.11059121,1.365372613,1.019168747,1.287527521,1.238686951,0.851872366,0.573102985
"union_peak_313",0.175414607,0.218417561,0.170140324,1.871502116,1.989220928,2.601331115,3.16778958,1.329751986,1.802669389
"union_peak_314",0.105248764,0.080895393,0.068056129,0.659145399,0.528003086,1.051042875,1.127002062,0.47787962,0.510582659
"union_peak_330",1.227902249,1.100177344,0.808166538,0.411965875,0.417490812,0.315312862,0.385820526,0.820706304,0.614783202
"union_peak_331",0.57302105,0.315492032,0.442364842,1.624322591,1.252472436,1.379493773,1.451903557,1.059646114,0.875284559
"union_peak_332",0.175414607,0.210328022,0.229689437,1.200586263,1.301589002,0.821127246,0.913785456,0.571377806,0.625203256
"union_peak_334",0.24558045,0.372118808,0.374308712,1.047570367,1.485776125,1.083887964,1.157461577,0.893427116,0.906544722
"union_peak_339",0.058471536,0.097074472,0.059549113,0.753309028,0.650794501,0.670039833,0.629496647,0.415547496,0.385542008
"union_peak_340",3.251017384,2.030474363,2.143768079,0.965177192,0.822702483,0.597780635,0.599037132,1.454416235,2.209051505
"union_peak_373",0.257274757,0.177969864,0.119098227,1.706715766,2.00150007,2.167775929,1.918949457,0.789540242,0.896124667
"union_peak_379",0.584715357,0.582446829,0.476392906,3.283956543,3.953883573,3.967686852,3.919124287,1.838797668,1.865189714
"union_peak_380",0.958933185,0.849401626,0.867715651,3.319267904,3.266251647,3.704926133,3.350546671,2.10890354,2.323672102
"union_peak_394",0.315746293,0.121343089,0.093577178,3.931331489,4.003000139,4.184464444,4.264332126,2.742613471,2.730054219
"union_peak_395",0.140331686,0.250775718,0.144619275,3.1427111,2.787365128,2.969196121,2.792122226,2.82572297,2.459132808
"union_peak_396",0.08186015,0.11325355,0.034028065,0.882784017,0.736748492,1.418907881,1.208227436,0.95575924,0.802344179
"union_peak_399",0.128637379,0.153701247,0.153126291,0.506129503,0.466607378,0.650332779,1.066083032,0.747985492,0.729403799
"union_peak_410",0.070165843,0.088984932,0.051042097,1.38891352,0.945493898,0.985352695,1.218380608,0.560989119,0.875284559
"union_peak_412",0.40930075,0.420656043,0.348787664,2.283467991,1.792754664,1.865601102,2.223544609,1.890741105,1.938130094
"union_peak_417",0.771824271,0.841312087,0.71458936,2.624811144,2.504944872,1.629116456,1.421444042,0.95575924,0.70856369
"union_peak_461",1.344845321,1.359042601,1.284559444,0.235409071,0.270141114,0.197070539,0.23352295,0.457102245,0.385542008
"union_peak_473",0.315746293,0.283133875,0.153126291,4.719951877,5.378263991,5.248645355,6.030984007,4.53985639,5.064146375
"union_peak_483",0.537938128,0.889849322,0.612505165,1.424224881,1.191076729,2.667021294,2.4063017,1.308974611,1.500487815
"union_peak_521",1.894477756,1.318594905,1.284559444,0.353113607,0.343815963,0.164225449,0.23352295,0.67526468,0.677303528
"union_peak_523",2.946965399,2.887965528,3.037004778,0.823931749,0.687631926,0.821127246,0.619343475,0.862261053,0.844024396
"union_peak_546",0.970627492,0.970744715,1.156954201,0.470818142,0.368374246,0.216777593,0.385820526,0.560989119,0.500162605
"union_peak_547",0.596409664,1.043550569,0.842194602,0.36488406,0.270141114,0.295605808,0.192910263,0.457102245,0.614783202
"union_peak_560",0.771824271,0.865580704,0.808166538,0.400195421,0.454328237,0.289036791,0.253829293,0.498656995,0.343861791
"union_peak_575",0.40930075,0.776595772,0.748617424,2.648352051,2.345316033,1.372924755,1.390984527,1.579080483,1.833929552
"union_peak_576",0.268969064,0.194148943,0.229689437,1.565470323,1.485776125,0.972214659,1.157461577,0.509045682,0.833604342
"union_peak_591",1.742451764,1.415669376,1.318587509,0.753309028,0.712190209,0.45326224,0.558424445,1.39208411,1.396287272
"union_peak_592",0.994016107,0.752327154,0.689068311,0.211868164,0.208745406,0.203639557,0.314748324,0.633709931,0.468902442
"union_peak_599",0.233886143,0.266954797,0.280731534,1.341831706,1.264751578,0.466400276,0.507658586,0.71681943,0.739823853
"union_peak_606",1.672285921,1.221520433,1.207996298,0.517899957,0.466607378,0.243053665,0.253829293,0.529823057,0.70856369
"union_peak_613",0.198803221,0.307402493,0.297745566,1.247668077,1.903266937,1.215268324,1.025470345,0.872649741,1.177466133
"union_peak_614",0.046777229,0.080895393,0.051042097,1.377143066,1.289309861,0.656901797,0.791947395,0.51943437,0.562682931
"union_peak_616",0.187108914,0.097074472,0.093577178,1.577240777,1.633125824,1.267820467,1.258993294,1.059646114,0.948224939
"union_peak_622",0.128637379,0.032358157,0.025521049,3.001465658,2.357595174,0.913093497,1.28945281,0.353215371,0.354281845
"union_peak_640",0.760129964,0.630984065,0.82518057,0.247179525,0.147349698,0.249622683,0.416280041,0.384381433,0.729403799
"union_peak_644",2.233612663,1.011192412,0.927264764,0.211868164,0.110512274,0.157656431,0.172603919,0.384381433,0.187560977
"union_peak_664",0.105248764,0.23459664,0.170140324,1.612552138,1.301589002,0.87367939,0.934091799,0.405158808,0.395962062
"union_peak_666",0.24558045,0.299312954,0.53594202,1.88327257,1.768196381,1.188992252,1.441750386,1.018091364,0.896124667
"union_peak_673",0.689964121,0.906028401,1.046362991,0.188327257,0.147349698,0.03284509,0.081225374,0.093498187,0.020840109
"union_peak_674",2.104975285,1.690713712,1.752445334,0.105934082,0.085953991,0.190501521,0.203063435,0.768762867,0.468902442
"union_peak_688",0.140331686,0.080895393,0.042535081,1.75379758,1.277030719,1.845894049,1.715886022,0.373992746,0.312601628
"union_peak_697",0.175414607,0.121343089,0.068056129,0.953406738,0.675352784,0.236484647,0.192910263,0.135052936,0.250081302
"union_peak_702",1.274679478,1.448027534,1.658868156,0.52967041,0.785865058,0.643763761,0.700568849,0.457102245,0.562682931
"union_peak_707",0.830295807,0.962655176,1.386643638,0.85924311,0.736748492,0.243053665,0.426433213,0.342826684,0.343861791
"union_peak_709",2.584441877,2.97695046,2.671203082,0.823931749,0.908656473,0.637194743,0.710722021,0.664875993,0.70856369
"union_peak_718",0.3274406,0.307402493,0.35729468,2.77782704,3.303089072,1.767065833,1.949408972,0.696042055,0.656463419
"union_peak_730",0.233886143,0.145611707,0.119098227,2.930842936,2.640015429,1.721082707,1.908796285,1.412861485,1.260826567
"union_peak_745",0.198803221,0.23459664,0.17864734,0.753309028,0.63851536,0.367865006,0.345207839,0.976536615,0.833604342
"union_peak_776",8.548538518,6.164228942,6.074009556,1.55369987,1.277030719,3.054593354,2.517986589,3.033496718,3.053075901
"union_peak_777",0.748435657,0.606715447,0.765631457,0.270720432,0.233303689,0.256191701,0.538118102,0.228551123,0.239661248
"union_peak_778",1.450094085,1.617907859,2.084218965,0.211868164,0.368374246,0.177363485,0.365514182,0.509045682,0.468902442
"union_peak_780",0.1637203,0.250775718,0.170140324,0.506129503,0.515723944,0.440124204,0.345207839,0.706430743,0.750243907
"union_peak_781",0.152025993,0.088984932,0.076563146,0.682686306,0.699911067,0.656901797,0.609190304,0.768762867,0.885704613
"union_peak_794",0.233886143,0.331671111,0.246703469,1.012259006,1.191076729,0.479538312,0.4670459,0.43632487,0.531422768
"union_peak_795",0.701658428,0.808953929,0.629519198,2.707204319,2.197966334,2.266311198,2.457067558,2.088126165,1.865189714
"union_peak_799",0.841990114,1.03546103,0.986813877,0.258949978,0.417490812,0.262760719,0.314748324,0.47787962,0.771084016
"union_peak_826",0.105248764,0.121343089,0.136112259,0.871013563,0.920935615,1.241544396,1.086389375,1.184310362,1.00032521
"union_peak_829",1.683980228,1.609818319,1.352615573,0.411965875,0.503444803,0.407279114,0.568577617,0.664875993,0.916964776
"union_peak_830",2.116669592,1.197251815,1.071884039,0.400195421,0.306978538,1.011628767,0.629496647,0.924593178,1.21914635
"union_peak_832",0.783518578,0.760416694,1.071884039,0.153015896,0.208745406,0.072259198,0.121838061,0.093498187,0.187560977
"union_peak_850",0.9823218,0.679521301,0.621012182,2.836679308,3.082064524,2.417398612,2.375842185,1.963461917,1.969390257
"union_peak_857",0.40930075,0.46110374,0.297745566,1.777338488,1.608567541,1.432045917,1.624507477,1.267419862,1.010745264
"union_peak_859",0.315746293,0.121343089,0.076563146,0.812161296,0.847260766,0.637194743,0.649802991,0.623321243,0.479322496
"union_peak_865",0.140331686,0.161790786,0.127605243,0.741538574,0.773585916,0.716022958,0.832560082,0.862261053,0.802344179
"union_peak_892",0.187108914,0.186059404,0.127605243,0.553211317,0.515723944,0.945938587,0.873172769,0.373992746,0.531422768
"union_peak_899",3.110685699,1.998116206,1.837515496,0.188327257,0.221024548,0.026276072,0.213216606,0.664875993,0.677303528
"union_peak_907",12.84034924,5.031693441,4.678858902,2.318779351,2.554061439,5.294628481,4.741531198,6.015049999,6.241612508
"union_peak_928",0.222191836,0.250775718,0.229689437,0.918095378,0.626236218,0.433555186,0.568577617,0.207773748,0.229241194
"union_peak_933",0.643186893,0.4530142,0.28923855,1.989206652,1.854150371,0.762006084,1.05592986,0.976536615,0.969065047
"union_peak_950",2.046503749,1.682624173,1.310080493,0.270720432,0.392932529,0.512383401,0.700568849,0.924593178,0.969065047
"union_peak_955",1.227902249,1.26196813,1.207996298,0.282490885,0.343815963,0.558366527,0.76148788,0.934981865,0.969065047
"union_peak_970",1.005710414,0.889849322,0.808166538,0.16478635,0.184187123,0.256191701,0.284288808,0.633709931,0.562682931
"union_peak_972",1.543648542,1.059729648,1.11441912,0.023540907,0.036837425,0.03284509,0.091378546,0.23893981,0.07294038
"union_peak_996",0.268969064,0.169880325,0.059549113,1.118193088,1.191076729,0.551797509,0.781794223,0.332437996,0.239661248
"union_peak_1004",1.309762399,1.310505366,1.378136622,0.49435905,0.429769954,0.479538312,0.548271273,0.945370553,1.031585373
"union_peak_1012",0.713352735,0.768506233,0.850701619,0.141245443,0.036837425,0.059121162,0.091378546,0.135052936,0.093780488
"union_peak_1014",1.438399778,1.302415826,1.080391056,0.317802246,0.257861972,0.256191701,0.314748324,0.51943437,0.323021682
"union_peak_1027",0.187108914,0.121343089,0.306252583,0.411965875,0.491165661,0.302174826,0.416280041,0.903815803,0.948224939
"union_peak_1029",0.3274406,0.250775718,0.28923855,5.461490452,6.507945012,5.471991966,5.838073744,4.706075388,5.230867244
"union_peak_1050",0.175414607,0.145611707,0.17864734,0.706227214,0.773585916,0.663470815,0.720875193,0.986925302,0.812764233
"union_peak_1053",0.058471536,0.129432629,0.085070162,1.094652181,0.994610464,0.597780635,0.568577617,0.654487306,0.646043365
"union_peak_1075",0.058471536,0.097074472,0.051042097,0.69445676,0.72446935,0.144518395,0.324901495,0.28049456,0.21882114
"union_peak_1095",1.941254985,2.758532899,2.58613292,0.647374946,0.552561369,0.394141078,0.395973697,0.883038428,1.042005427
"union_peak_1108",0.198803221,0.23459664,0.238196453,0.706227214,0.749027633,0.446693222,0.700568849,0.529823057,0.500162605
"union_peak_1112",0.140331686,0.064716314,0.085070162,0.470818142,0.577119652,0.637194743,0.771641051,0.509045682,0.521002714
"union_peak_1120",0.73674135,0.728058536,0.944278797,0.117704536,0.147349698,0.052552144,0.121838061,0.114275561,0.21882114
"union_peak_1137",0.3274406,0.849401626,0.391322745,1.565470323,1.375263852,2.088947713,1.918949457,0.560989119,1.00032521
"union_peak_1154",0.292357678,0.2265071,0.306252583,0.976947645,0.834981624,1.143009126,1.066083032,0.612932556,0.698143636
"union_peak_1168",0.584715357,0.930297019,0.850701619,0.553211317,0.540282227,0.249622683,0.253829293,1.205087737,1.031585373
"union_peak_1169",0.467772286,0.978834255,0.850701619,0.247179525,0.257861972,0.302174826,0.203063435,0.602543869,0.593943093
"union_peak_1178",0.619798278,0.833222547,0.782645489,0.176556803,0.171907981,0.085397234,0.040612687,0.249328497,0.260501357
"union_peak_1179",0.947238878,0.582446829,0.75712444,0.117704536,0.085953991,0,0.050765859,0.103886874,0.093780488
"union_peak_1185",0.116943071,0.210328022,0.17864734,2.860220215,3.303089072,2.134930839,2.548446104,1.173921675,0.958644993
"union_peak_1190",0.116943071,0.064716314,0.051042097,0.800390842,0.749027633,1.675099581,1.238686951,0.633709931,0.656463419
"union_peak_1192",4.163173341,1.755430027,2.696724131,0.306031793,0.343815963,1.182423234,1.238686951,3.116606217,2.959295413
"union_peak_1194",3.040519856,1.520833387,1.76095235,0.541440864,0.491165661,0.630625725,0.497505415,1.516748359,1.729729009
"union_peak_1213",1.122653485,0.736148076,0.833687586,0.270720432,0.098233132,0.361295988,0.284288808,0.332437996,0.437642279
"union_peak_1214",2.830022327,2.936502764,3.037004778,0.247179525,0.31925768,0.505814383,0.426433213,0.488268307,0.718983745
"union_peak_1217",2.537664649,0.833222547,1.250531379,0.211868164,0.392932529,0.400710096,0.538118102,0.862261053,0.791924125
"union_peak_1225",1.637202999,1.124445962,1.054870007,0.294261339,0.405211671,0.492676347,0.58888396,1.516748359,1.437967489
"union_peak_1228",0.08186015,0.056626775,0.093577178,0.753309028,0.687631926,0.256191701,0.345207839,0.249328497,0.197981031
"union_peak_1230",0.140331686,0.404476965,0.459378874,1.02402946,0.945493898,1.208699306,1.157461577,0.883038428,0.864864504
"union_peak_1236",0.830295807,0.906028401,0.723096376,0.153015896,0.257861972,0.164225449,0.243676122,0.270105872,0.343861791
"union_peak_1241",0.385912136,0.129432629,0.119098227,2.048058919,2.00150007,3.028317282,2.93426663,3.054274093,3.719959375
"union_peak_1245",0.023388614,0.048537236,0.076563146,0.741538574,0.392932529,0.289036791,0.29444198,0.768762867,0.656463419
"union_peak_1253",0.222191836,0.210328022,0.059549113,0.812161296,0.601677935,0.643763761,0.487352243,0.612932556,0.63562331
"union_peak_1265",0.526243821,0.768506233,0.816673554,0.082393175,0.049116566,0.03284509,0.071072202,0.093498187,0.093780488
"union_peak_1266",1.274679478,0.92220748,1.173968234,0.211868164,0.208745406,0.236484647,0.203063435,0.581766494,0.562682931
"union_peak_1267",1.099264871,1.059729648,0.986813877,0.306031793,0.257861972,0.558366527,0.517811758,0.924593178,1.00032521
"union_peak_1315",0.175414607,0.388297886,0.153126291,1.282979438,1.350705568,0.74229903,0.812253738,0.560989119,0.437642279
"union_peak_1333",1.262985171,1.14062504,1.378136622,4.602247342,5.378263991,4.68370981,4.3455575,3.854203022,3.886680243
"union_peak_1335",0.304051986,0.218417561,0.17864734,1.294749892,1.817312947,1.024766803,1.106695718,0.779151554,0.625203256
"union_peak_1354",0.105248764,0.194148943,0.17864734,1.38891352,1.375263852,0.945938587,0.82240691,0.737596805,0.552262876
"union_peak_1363",1.508565621,0.906028401,1.020841942,0.105934082,0.110512274,0.229915629,0.436586384,0.363604059,0.343861791
"union_peak_1366",1.06418195,1.26196813,1.097405088,0.070622721,0.073674849,0.03284509,0.050765859,0.114275561,0.114620597
"union_peak_1384",1.742451764,1.03546103,1.00382791,0.235409071,0.171907981,0.131380359,0.335054667,0.270105872,0.312601628
"union_peak_1413",0.24558045,0.2265071,0.17864734,1.294749892,1.485776125,1.254682432,1.035623516,0.872649741,0.698143636
"union_peak_1420",0.432689364,0.210328022,0.263717502,1.212356717,0.834981624,0.919662515,0.832560082,0.872649741,0.573102985
"union_peak_1421",0.175414607,0.194148943,0.11059121,1.071111274,0.810423341,1.018197785,1.106695718,0.43632487,0.70856369
"union_peak_1424",0.304051986,0.210328022,0.085070162,2.57772933,2.738248562,3.074300408,3.472384731,1.495970984,1.771409226
"union_peak_1426",0.456077978,0.404476965,0.425350809,1.977436198,2.2470829,2.509364863,2.23369778,1.101200863,1.208726295
"union_peak_1435",0.537938128,0.242686179,0.382815728,2.530647515,2.590898863,2.476519773,2.284463639,2.379009412,1.823509497
"union_peak_1437",0.24558045,0.23459664,0.195661372,2.401172526,2.320757749,1.524012168,1.096542547,1.558303109,1.062845536
"union_peak_1446",0.105248764,0.145611707,0.051042097,0.988718099,0.577119652,0.459831258,0.538118102,0.342826684,0.333441737
"union_peak_1447",0.128637379,0.097074472,0.068056129,1.259438531,1.105122738,1.294096539,1.177767921,0.851872366,0.937804884
"union_peak_1448",0.385912136,0.161790786,0.093577178,0.753309028,0.503444803,0.853972336,0.852866425,0.602543869,0.646043365
"union_peak_1449",0.093554457,0.008089539,0.034028065,1.129963542,0.88409819,0.867110372,0.954398143,0.67526468,0.739823853
"union_peak_1453",0.222191836,0.299312954,0.085070162,1.071111274,1.277030719,0.801420192,0.913785456,0.550600432,0.677303528
"union_peak_1465",0.233886143,0.331671111,0.195661372,2.071599826,2.283920325,2.653883258,2.517986589,2.192013039,2.021490528
"union_peak_1483",0.268969064,0.072805854,0.076563146,0.411965875,0.552561369,0.637194743,0.639649819,1.880352418,2.417452591
"union_peak_1492",0.385912136,0.372118808,0.35729468,2.801367947,3.462717912,3.10057648,3.401312529,1.786854231,1.865189714
"union_peak_1493",0.537938128,0.889849322,0.859208635,3.225104275,3.376763921,4.079360157,3.919124287,2.690670034,2.605013568
"union_peak_1496",0.24558045,0.218417561,0.127605243,1.247668077,1.313868144,0.768575102,0.873172769,0.883038428,0.916964776
"union_peak_1512",0.841990114,0.849401626,1.199489282,0.153015896,0.257861972,0.42041715,0.4670459,0.301271934,0.448062334
"union_peak_1513",0.853684421,0.663342222,0.910250732,0.235409071,0.294699397,0.348157952,0.355361011,0.872649741,0.63562331
"union_peak_1528",0.046777229,0.11325355,0.212675405,0.482588596,0.503444803,0.762006084,0.680262506,0.51943437,0.666883473
"union_peak_1538",0.877073035,0.825133008,0.927264764,0.36488406,0.184187123,0.32188188,0.395973697,0.644098618,0.677303528
"union_peak_1542",0.678269814,0.792774851,0.672054279,0.047081814,0.085953991,0.03284509,0.142144404,0.322049309,0.281341465
"union_peak_1546",1.379928242,1.132535501,1.131433153,0.411965875,0.282420255,0.085397234,0.243676122,0.290883247,0.375121954
"union_peak_1553",0.233886143,0.072805854,0.11059121,1.506618056,1.313868144,1.55028824,1.512822588,0.696042055,0.448062334
"union_peak_1558",0.105248764,0.088984932,0.068056129,0.871013563,0.847260766,0.794851174,0.923938627,0.405158808,0.510582659
"union_peak_1559",0.350829214,0.137522168,0.153126291,1.647863498,1.890987796,1.865601102,1.81741774,0.893427116,1.021165318
"union_peak_1569",0.385912136,0.23459664,0.144619275,0.929865831,1.04372703,0.768575102,0.873172769,0.405158808,0.78150407
"union_peak_1591",0.1637203,0.210328022,0.17864734,0.882784017,0.834981624,0.906524479,0.842713254,0.425936183,0.427222225
"union_peak_1596",2.034809442,0.808953929,0.731603392,2.44825434,2.136570626,10.55641187,9.74704486,6.638371242,7.512859129
"union_peak_1598",0.105248764,0.024268618,0,0.635604492,0.88409819,0.190501521,0.335054667,0.145441623,0.062520326
"union_peak_1616",0.280663371,0.242686179,0.153126291,0.812161296,0.785865058,0.604349653,0.385820526,0.342826684,0.260501357
"union_peak_1628",1.321456707,1.326684444,1.599319043,0.49435905,0.712190209,0.262760719,0.192910263,0.425936183,0.448062334
"union_peak_1643",2.023115135,2.912234146,3.215652118,0.69445676,0.699911067,0.978783677,0.923938627,1.1531443,1.14620597
"union_peak_1656",0.57302105,0.784685312,0.833687586,0.341343153,0.257861972,0.124811341,0.23352295,0.311660622,0.197981031
"union_peak_1682",0.350829214,0.186059404,0.263717502,1.22412717,0.994610464,1.103595018,1.269146466,1.018091364,1.00032521
"union_peak_1689",1.017404721,1.763519566,1.599319043,0.282490885,0.331536821,0.302174826,0.192910263,0.623321243,0.812764233
"union_peak_1696",1.005710414,0.970744715,0.748617424,0.105934082,0.073674849,0.144518395,0.243676122,0.592155181,0.489742551
"union_peak_1706",0.268969064,0.145611707,0.195661372,0.670915853,0.552561369,0.768575102,0.802100567,0.592155181,0.479322496
"union_peak_1711",8.875979118,4.335993062,4.551253659,2.036288466,1.92782522,3.231956839,3.441925216,3.428266839,3.271897041
"union_peak_1725",0.795212885,0.566267751,0.774138473,0.341343153,0.233303689,0.151087413,0.203063435,0.207773748,0.135460706
"union_peak_1730",0.116943071,0.323581572,0.119098227,0.553211317,0.761306775,0.834265282,0.802100567,0.342826684,0.468902442
"union_peak_1733",0.093554457,0.088984932,0.093577178,0.823931749,0.749027633,0.433555186,0.619343475,0.249328497,0.187560977
"union_peak_1746",1.450094085,2.426861788,2.960441632,0.600293132,0.613957077,0.538659473,0.680262506,1.184310362,1.177466133
"union_peak_1747",1.005710414,0.711879458,0.706082343,0.200097711,0.306978538,0.269329737,0.345207839,0.457102245,0.510582659
"union_peak_1748",1.578731464,1.229609973,1.165461217,0.411965875,0.208745406,0.479538312,0.629496647,0.893427116,0.677303528
"union_peak_1762",0.853684421,0.962655176,0.944278797,0.176556803,0.061395708,0.072259198,0.172603919,0.072720812,0.104200543
"union_peak_1763",1.204513635,1.197251815,1.284559444,0.035311361,0.073674849,0.059121162,0.081225374,0.135052936,0.156300814
"union_peak_1765",0.608103971,1.326684444,1.054870007,0.376654514,0.31925768,0.06569018,0.152297576,0.353215371,0.135460706
"union_peak_1768",1.286373785,1.342863523,1.4717138,0.270720432,0.147349698,0.144518395,0.152297576,0.290883247,0.458482388
"union_peak_1770",0.257274757,0.477282818,0.35729468,1.906813477,1.719079814,1.110164036,1.137155234,1.121978238,1.406707326
"union_peak_1772",0.643186893,0.639073604,0.782645489,2.565958876,3.069785383,1.392631809,1.756498709,2.005016666,1.990230366
"union_peak_1803",1.227902249,1.14062504,1.131433153,0.388424967,0.380653387,0.426986168,0.4670459,0.322049309,0.521002714
"union_peak_1805",1.508565621,1.367132141,1.327094525,0.270720432,0.331536821,0.35472697,0.446739556,0.529823057,0.521002714
"union_peak_1817",1.181125021,1.229609973,1.029348958,4.049036025,3.720579884,5.090988924,4.213566268,2.607560535,2.542493242
"union_peak_1842",0.374217828,0.202238482,0.323266615,1.271208984,1.006889606,1.083887964,1.086389375,1.693356045,1.802669389
"union_peak_1850",0.070165843,0.080895393,0.076563146,0.541440864,0.613957077,1.031335821,0.659956162,0.560989119,0.395962062
"union_peak_1851",0.152025993,0.097074472,0.127605243,0.612063585,0.515723944,0.755437066,0.873172769,0.903815803,1.031585373
"union_peak_1852",0.058471536,0.088984932,0.025521049,5.991160862,5.390543132,5.984375367,5.188270754,2.680281347,2.969715467
"union_peak_1853",0,0.016179079,0.017014032,0.588522678,0.577119652,0.74229903,1.005164001,0.394770121,0.406382117
"union_peak_1854",0.08186015,0.040447696,0.025521049,2.295238444,2.173408051,2.535640935,2.193085094,1.308974611,1.021165318
"union_peak_1894",0.760129964,0.889849322,0.782645489,9.534067383,11.3827642,10.07687356,9.503368739,7.001975301,7.366978369
"union_peak_1897",0.374217828,0.501551436,0.391322745,1.777338488,1.387542993,1.668530563,1.736192366,1.547914421,1.7088889
"union_peak_1898",0.292357678,0.283133875,0.263717502,0.411965875,0.233303689,0.919662515,0.873172769,0.43632487,0.406382117
"union_peak_1901",0.339134907,0.550088672,0.348787664,1.636093045,1.252472436,1.366355737,1.218380608,0.696042055,0.718983745
"union_peak_1906",0.233886143,0.469193279,0.144619275,1.247668077,0.7981442,0.853972336,0.974704486,0.976536615,0.739823853
"union_peak_1921",3.63692952,2.467309485,2.288387354,1.424224881,1.584009258,0.814558228,0.690415678,1.766076856,2.00065042
"union_peak_1941",0.339134907,0.355939729,0.323266615,0.953406738,1.313868144,1.668530563,1.380831355,1.43363886,1.29208673
"union_peak_1945",1.06418195,0.614804986,0.569970084,0.247179525,0.184187123,0.289036791,0.243676122,0.249328497,0.323021682
"union_peak_1962",1.122653485,1.350953062,1.531262913,4.990672309,4.678352924,4.887349367,4.995360491,3.719150086,4.042981057
"union_peak_1963",0.292357678,0.266954797,0.085070162,1.55369987,1.669963248,1.996981462,1.837724083,1.121978238,1.417127381
"union_peak_1974",0.935544571,0.525820054,0.71458936,0.306031793,0.196466265,0.308743844,0.416280041,0.394770121,0.281341465
"union_peak_1981",0.1637203,0.072805854,0.051042097,0.812161296,0.699911067,0.945938587,0.934091799,0.779151554,0.989905156
"union_peak_2042",1.286373785,0.978834255,1.037855975,0.3295727,0.282420255,0.367865006,0.487352243,0.67526468,0.896124667
"union_peak_2046",1.742451764,1.512743848,1.242024363,0.353113607,0.233303689,0.367865006,0.599037132,0.95575924,0.760663962
"union_peak_2083",0.093554457,0.11325355,0.085070162,2.330549805,2.676852854,1.024766803,1.390984527,0.488268307,0.489742551
"union_peak_2088",2.093280978,1.844414959,1.905571625,0.541440864,0.454328237,0.302174826,0.375667354,0.415547496,0.479322496
"union_peak_2093",0.923850264,0.711879458,0.723096376,0.117704536,0.085953991,0.026276072,0.06091903,0.114275561,0.083360434
"union_peak_2115",0.035082921,0.105164011,0.034028065,0.635604492,0.626236218,1.051042875,0.82240691,0.581766494,0.614783202
"union_peak_2117",0.1637203,0.169880325,0.119098227,2.601270237,2.676852854,2.207190037,2.213391437,1.921907167,1.85476966
"union_peak_2119",0.210497528,0.4530142,0.348787664,2.106911187,1.915546079,1.425476899,1.238686951,0.550600432,0.729403799
"union_peak_2121",0.128637379,0.088984932,0.093577178,0.988718099,1.313868144,0.867110372,0.873172769,0.51943437,0.573102985
"union_peak_2124",2.806633713,2.256981463,2.611653969,0.376654514,0.233303689,0.203639557,0.263982465,0.747985492,0.948224939
"union_peak_2134",1.894477756,1.205341355,1.344108557,0.141245443,0.221024548,0.151087413,0.131991232,0.457102245,0.427222225
"union_peak_2137",2.104975285,1.545102005,1.982134771,0.541440864,0.528003086,0.315312862,0.304595152,1.038868739,1.021165318
"union_peak_2142",1.520259928,1.998116206,1.616333075,1.05934082,0.945493898,0.229915629,0.203063435,0.831094991,0.864864504
"union_peak_2144",0.140331686,0.048537236,0.042535081,2.177533909,1.940104362,1.005059749,1.035623516,0.903815803,1.083685644
"union_peak_2148",1.590425771,1.415669376,1.531262913,0.16478635,0.331536821,0.216777593,0.284288808,0.467490933,0.458482388
"union_peak_2161",0.058471536,0.210328022,0.093577178,0.682686306,0.871819049,0.289036791,0.406126869,0.270105872,0.395962062
"union_peak_2169",2.151752513,1.739250948,1.718417269,0.153015896,0.257861972,0.085397234,0.223369778,0.207773748,0.375121954
"union_peak_2176",0.689964121,0.655252683,0.53594202,1.412454427,1.485776125,2.220328073,2.030634346,1.360918048,1.344187001
"union_peak_2187",0.90046165,0.639073604,0.731603392,0.200097711,0.270141114,0.223346611,0.213216606,0.457102245,0.343861791
"union_peak_2201",1.333151014,1.520833387,1.82900848,0.482588596,0.552561369,0.696315904,0.751334708,1.215476425,1.208726295
"union_peak_2220",0.222191836,0.105164011,0.068056129,0.941636285,1.289309861,0.440124204,0.609190304,0.571377806,0.583523039
