"","read_nai1","read_nai2","read_nai3","read_eff1","read_eff2","read_tem1","read_tem2","read_tcm1","read_tcm2"
"union_peak_7170",0.128637379,0.121343089,0.085070162,1.377143066,1.448938701,1.057611893,1.218380608,0.581766494,0.521002714
"union_peak_7183",0.631492585,1.164893658,1.173968234,0.258949978,0.184187123,0.078828216,0.162450748,0.186996373,0.156300814
"union_peak_7184",1.415011164,1.456117073,1.488727832,0.200097711,0.147349698,0.091966252,0.142144404,0.405158808,0.302181574
"union_peak_7186",0.432689364,0.177969864,0.195661372,1.047570367,1.056006172,0.584642599,0.690415678,0.67526468,0.729403799
"union_peak_7192",0.105248764,0.266954797,0.119098227,0.635604492,0.72446935,0.80798921,0.720875193,0.228551123,0.458482388
"union_peak_7194",0.046777229,0.186059404,0.280731534,1.047570367,1.277030719,1.005059749,0.812253738,0.498656995,0.604363148
"union_peak_7195",0.456077978,0.744237615,0.740110408,3.531136068,3.229414223,3.120283534,3.025645175,1.973850604,2.302831994
"union_peak_7197",0.058471536,0.024268618,0.008507016,1.365372613,1.178797587,0.656901797,0.58888396,0.467490933,0.437642279
"union_peak_7200",0.140331686,0.129432629,0.153126291,2.095140734,1.706800673,2.141499857,1.797111396,1.257031174,1.667208683
"union_peak_7201",0.3274406,0.590536368,0.399829761,1.600781684,1.952383504,1.950998336,1.837724083,1.662189982,2.271571831
"union_peak_7203",0.187108914,0.23459664,0.161633308,0.541440864,0.663073643,0.70945394,0.832560082,1.205087737,1.333766947
"union_peak_7207",0.198803221,0.275044336,0.229689437,1.294749892,1.52261355,0.985352695,0.812253738,0.644098618,0.85444445
"union_peak_7211",0.198803221,0.275044336,0.246703469,0.906324924,0.63851536,0.578073581,0.497505415,0.633709931,0.573102985
"union_peak_7213",0.093554457,0.064716314,0.076563146,0.871013563,1.080564455,0.729160994,0.690415678,0.623321243,0.614783202
"union_peak_7214",0.210497528,0.372118808,0.280731534,3.001465658,2.56634058,2.686728348,2.832734912,2.451730224,2.688374002
"union_peak_7215",0.08186015,0.080895393,0.017014032,1.577240777,1.964662645,1.274389485,1.360525012,0.986925302,1.042005427
"union_peak_7216",0.958933185,0.46110374,0.501913955,3.083858833,2.554061439,3.415889342,3.46223156,3.459432901,3.136436335
"union_peak_7217",0.023388614,0.040447696,0.034028065,1.259438531,1.105122738,0.683177868,0.812253738,0.51943437,0.656463419
"union_peak_7220",0.058471536,0.040447696,0.059549113,0.741538574,0.994610464,0.781713138,0.720875193,0.696042055,0.531422768
"union_peak_7221",0.011694307,0.080895393,0.059549113,2.895531576,2.627736288,2.102085749,1.918949457,1.714133419,1.469227652
"union_peak_7224",0.1637203,0.210328022,0.161633308,1.118193088,1.940104362,0.788282156,0.710722021,0.966147927,0.989905156
"union_peak_7225",0.187108914,0.250775718,0.127605243,0.847472656,0.650794501,0.197070539,0.263982465,0.43632487,0.489742551
"union_peak_7230",3.788955513,2.499667642,1.93959969,0.517899957,0.392932529,0.243053665,0.395973697,1.142755613,0.916964776
"union_peak_7231",0.4911609,0.250775718,0.229689437,1.259438531,1.227914153,1.044473857,1.076236203,0.737596805,0.812764233
"union_peak_7232",1.239596557,1.043550569,1.097405088,0.459047689,0.687631926,0.35472697,0.4670459,0.218162435,0.385542008
"union_peak_7248",6.86455829,4.166112736,3.938748494,0.49435905,0.171907981,0.361295988,0.558424445,0.976536615,0.916964776
"union_peak_7249",5.332604055,2.612921192,3.47936962,0.270720432,0.122791415,0.348157952,0.324901495,2.129680915,1.823509497
"union_peak_7250",0.90046165,0.703789919,0.64653323,0.023540907,0.061395708,0.164225449,0.182757091,0.509045682,0.583523039
"union_peak_7251",2.631219106,0.881759783,1.139940169,0.176556803,0.184187123,0.505814383,0.487352243,0.758374179,1.21914635
"union_peak_7258",0.841990114,0.92220748,1.029348958,0.211868164,0.233303689,0.118242323,0.192910263,0.290883247,0.354281845
"union_peak_7264",0.257274757,0.323581572,0.323266615,1.082881727,0.7981442,1.031335821,1.177767921,0.685653368,0.468902442
"union_peak_7282",1.005710414,0.92220748,0.621012182,0.16478635,0.061395708,0.111673305,0.131991232,0.124664249,0.208401085
"union_peak_7288",0.222191836,0.072805854,0.153126291,0.871013563,0.957773039,0.696315904,0.599037132,0.934981865,1.083685644
"union_peak_7289",0.339134907,0.323581572,0.35729468,1.965665744,1.608567541,1.87217012,1.553435275,1.454416235,1.344187001
"union_peak_7290",0.046777229,0.048537236,0.017014032,0.635604492,0.773585916,0.696315904,0.568577617,0.581766494,0.489742551
"union_peak_7292",0.116943071,0.477282818,0.323266615,0.965177192,1.031447889,0.794851174,0.974704486,0.747985492,0.823184287
"union_peak_7301",2.128363899,1.512743848,2.084218965,0.258949978,0.31925768,0.085397234,0.091378546,0.23893981,0.343861791
"union_peak_7311",0.713352735,0.768506233,0.82518057,0.16478635,0.098233132,0.078828216,0.142144404,0.28049456,0.197981031
"union_peak_7314",1.134347792,1.528922927,1.378136622,0.247179525,0.221024548,0.197070539,0.274135637,0.415547496,0.302181574
"union_peak_7315",1.1460421,1.464206612,1.65036114,0.16478635,0.098233132,0.039414108,0.101531717,0.373992746,0.177140923
"union_peak_7318",1.169430714,1.124445962,0.995320894,0.188327257,0.208745406,0.381003042,0.284288808,0.581766494,0.531422768
"union_peak_7338",1.333151014,1.399490298,0.876222667,4.920049588,4.334536961,4.381534983,4.294791641,3.075051468,3.136436335
"union_peak_7343",3.88250997,3.243905257,3.351764377,0.588522678,1.006889606,1.024766803,1.736192366,1.766076856,1.094105698
"union_peak_7395",0.783518578,1.326684444,1.131433153,0.36488406,0.270141114,0.295605808,0.263982465,0.457102245,0.510582659
"union_peak_7416",0.362523521,0.380208347,0.459378874,1.306520345,1.289309861,0.939369569,0.842713254,0.862261053,1.07326559
"union_peak_7419",0.1637203,0.242686179,0.136112259,0.871013563,0.663073643,0.32188188,0.639649819,0.249328497,0.458482388
"union_peak_7429",0.479466593,0.266954797,0.17864734,1.235897624,1.669963248,1.996981462,1.990021659,1.786854231,1.823509497
"union_peak_7452",0.292357678,0.145611707,0.238196453,0.588522678,0.675352784,0.827696264,1.157461577,0.405158808,0.885704613
"union_peak_7457",1.309762399,1.650266016,1.505741865,0.117704536,0.208745406,0.137949377,0.121838061,0.228551123,0.395962062
"union_peak_7486",0.093554457,0.129432629,0.204168388,0.706227214,1.105122738,0.696315904,0.680262506,0.415547496,0.500162605
"union_peak_7489",0.339134907,0.145611707,0.255210486,1.38891352,1.178797587,1.16271618,1.086389375,0.550600432,0.896124667
"union_peak_7493",0.479466593,0.153701247,0.272224518,1.035799913,1.166518445,1.044473857,0.720875193,0.706430743,0.416802171
"union_peak_7499",0.187108914,0.161790786,0.076563146,1.38891352,1.326147285,1.254682432,1.634660648,0.924593178,0.948224939
"union_peak_7502",1.005710414,1.213430894,0.808166538,3.213333822,2.775085986,4.053084085,4.061268692,3.085440155,2.459132808
"union_peak_7504",0.280663371,0.194148943,0.170140324,1.824420302,1.854150371,1.609409402,1.462056729,0.789540242,1.052425481
"union_peak_7505",0.198803221,0.145611707,0.059549113,1.165274902,0.88409819,0.880248407,1.066083032,0.47787962,0.521002714
"union_peak_7514",1.590425771,1.690713712,1.735431302,0.235409071,0.306978538,0.157656431,0.223369778,0.945370553,0.729403799
"union_peak_7515",1.917866371,0.825133008,1.00382791,0.341343153,0.429769954,0.689746886,0.690415678,0.883038428,1.260826567
"union_peak_7548",1.087570564,0.679521301,0.731603392,0.188327257,0.122791415,0.085397234,0.213216606,0.488268307,0.281341465
"union_peak_7577",1.590425771,1.383311219,1.880050577,0.082393175,0.135070557,0.06569018,0.030459515,0.176607686,0.07294038
"union_peak_7598",0.537938128,0.647163144,0.655040246,3.495824707,3.536392761,2.476519773,2.101706548,1.610246545,1.677628738
"union_peak_7601",1.356539628,0.978834255,1.071884039,0.200097711,0.31925768,0.289036791,0.365514182,0.47787962,0.312601628
"union_peak_7644",0.760129964,0.817043469,0.774138473,0.341343153,0.429769954,0.223346611,0.345207839,0.290883247,0.281341465
"union_peak_7650",1.262985171,0.92220748,1.122926136,0.247179525,0.221024548,0.32188188,0.477199071,0.633709931,0.760663962
"union_peak_7655",0.537938128,0.582446829,0.416843793,1.977436198,1.866429513,1.313803593,1.025470345,0.810317616,0.92738483
"union_peak_7658",0.046777229,0.024268618,0.059549113,1.518388509,1.68224239,1.116733054,0.954398143,0.571377806,0.63562331
"union_peak_7659",0.175414607,0.11325355,0.059549113,0.965177192,1.191076729,0.32188188,0.619343475,0.28049456,0.229241194
"union_peak_7660",0.257274757,0.80086439,0.799659521,2.189304362,2.394432599,1.412338863,1.340218668,1.547914421,1.63594852
"union_peak_7669",0.116943071,0.186059404,0.119098227,1.02402946,0.834981624,0.512383401,0.680262506,0.259717185,0.343861791
"union_peak_7680",3.543375063,2.038563902,1.931092674,0.36488406,0.245582831,0.926231533,0.995010829,1.651801295,1.844349606
"union_peak_7700",0.105248764,0.23459664,0.076563146,1.094652181,1.019168747,0.466400276,0.670109334,0.176607686,0.375121954
"union_peak_7702",0.374217828,0.590536368,0.450871858,2.177533909,2.283920325,1.530581186,1.766651881,1.464804922,1.406707326
"union_peak_7704",0.105248764,0.33976065,0.314759599,0.871013563,0.810423341,0.70945394,1.015317173,0.342826684,0.406382117
"union_peak_7709",0.140331686,0.145611707,0.093577178,1.259438531,0.957773039,0.768575102,0.751334708,0.602543869,0.521002714
"union_peak_7715",0.035082921,0.032358157,0.059549113,1.200586263,1.547171833,0.821127246,0.984857658,0.467490933,0.448062334
"union_peak_7716",1.415011164,1.205341355,1.242024363,0.411965875,0.429769954,0.315312862,0.253829293,1.132366926,1.114945807
"union_peak_7718",0.175414607,0.202238482,0.144619275,1.694945313,1.768196381,1.018197785,1.187921092,0.841483679,0.677303528
"union_peak_7733",2.724773563,2.629100271,2.279880338,0.52967041,0.429769954,0.190501521,0.324901495,0.789540242,1.062845536
"union_peak_7747",0.795212885,0.728058536,0.697575327,0.282490885,0.196466265,0.262760719,0.406126869,0.311660622,0.406382117
"union_peak_7760",2.034809442,1.593639241,1.58230501,0.282490885,0.503444803,0.518952419,0.599037132,0.612932556,0.844024396
"union_peak_7766",0.467772286,0.614804986,0.450871858,3.154481554,2.910156543,3.501286576,3.716060853,1.516748359,1.521327923
"union_peak_7767",0.093554457,0.080895393,0.017014032,0.576752224,0.306978538,0.74229903,0.710722021,0.186996373,0.208401085
"union_peak_7788",3.905898584,2.192265149,2.356443483,0.988718099,0.970052181,2.634176204,2.294616811,2.223179102,2.188211397
"union_peak_7834",1.029099028,0.736148076,0.816673554,0.188327257,0.221024548,0.229915629,0.274135637,0.342826684,0.333441737
"union_peak_7843",0.128637379,0.23459664,0.170140324,1.141733995,1.633125824,0.472969294,0.639649819,0.664875993,0.458482388
"union_peak_7854",0.128637379,0.283133875,0.187154356,2.08337028,1.989220928,1.018197785,1.187921092,0.685653368,0.604363148
"union_peak_7858",1.110959178,1.820146341,1.684389205,0.541440864,0.454328237,0.289036791,0.4670459,0.47787962,0.593943093
"union_peak_7862",0.350829214,0.307402493,0.382815728,1.306520345,1.534892691,1.064180911,1.269146466,0.768762867,0.875284559
"union_peak_7871",3.06390847,2.111369756,2.050190901,0.753309028,0.675352784,0.755437066,0.781794223,1.142755613,1.271246621
"union_peak_7899",1.508565621,1.415669376,1.207996298,0.447277235,0.503444803,0.381003042,0.375667354,0.934981865,0.833604342
"union_peak_7922",0.233886143,0.218417561,0.195661372,1.000488553,0.945493898,0.821127246,0.578730789,0.488268307,0.354281845
"union_peak_7925",0.619798278,1.043550569,0.927264764,0.423736328,0.331536821,0.157656431,0.446739556,0.342826684,0.364701899
"union_peak_7955",1.742451764,1.37522168,1.599319043,0.400195421,0.331536821,0.591211617,0.700568849,1.111589551,1.125365861
"union_peak_7966",0.1637203,0.469193279,0.221182421,1.282979438,1.215635012,0.768575102,0.690415678,0.727208117,0.979485101
"union_peak_7981",1.496871314,1.755430027,1.522755897,0.3295727,0.294699397,0.164225449,0.314748324,0.810317616,0.896124667
"union_peak_7986",0.140331686,0.161790786,0.331773631,2.295238444,2.234803759,1.589702348,1.533128931,1.381695423,1.229566404
"union_peak_7993",0.456077978,0.80086439,0.867715651,0.129474989,0.085953991,0.078828216,0.243676122,0.186996373,0.229241194
"union_peak_8000",0.268969064,0.218417561,0.28923855,1.02402946,1.129681021,0.243053665,0.416280041,0.550600432,0.364701899
"union_peak_8006",0.105248764,0.186059404,0.102084194,1.000488553,0.626236218,0.8408343,0.670109334,0.623321243,0.875284559
"union_peak_8022",0.397606443,0.307402493,0.221182421,1.271208984,0.896377332,1.057611893,1.015317173,0.997313989,0.885704613
"union_peak_8033",0.1637203,0.121343089,0.051042097,0.353113607,0.380653387,0.407279114,0.375667354,0.872649741,1.083685644
"union_peak_8043",0.362523521,0.064716314,0.051042097,0.753309028,0.663073643,0.834265282,0.893479112,0.67526468,0.70856369
"union_peak_8060",0.257274757,0.331671111,0.348787664,1.330061252,0.7981442,0.893386443,0.974704486,0.592155181,0.614783202
"union_peak_8073",0.023388614,0.056626775,0,0.776849935,0.908656473,0.492676347,0.4670459,0.810317616,0.875284559
"union_peak_8084",0.561326743,0.784685312,0.910250732,0.200097711,0.380653387,0.131380359,0.152297576,0.332437996,0.187560977
"union_peak_8087",0.479466593,0.46110374,0.476392906,2.57772933,3.29080993,4.066222121,3.766826712,5.017736009,5.314227678
"union_peak_8088",0.222191836,0.291223415,0.229689437,0.753309028,0.7981442,1.280958503,1.127002062,1.298585924,1.510907869
"union_peak_8089",0.362523521,0.242686179,0.246703469,0.953406738,0.871819049,1.832756013,1.665120164,1.714133419,1.7088889
"union_peak_8092",0.08186015,0.024268618,0.034028065,0.800390842,0.945493898,0.748868048,0.995010829,0.301271934,0.208401085
"union_peak_8093",0.502855207,0.266954797,0.433857825,1.671404405,1.473496984,0.932800551,1.279299638,0.706430743,0.833604342
"union_peak_8094",0.467772286,0.485372358,0.501913955,1.377143066,1.866429513,1.320372611,1.208227436,1.038868739,1.104525753
"union_peak_8107",1.110959178,0.92220748,1.11441912,7.768499349,7.956883712,8.276962637,8.640349142,6.253989809,6.502113865
"union_peak_8108",0.105248764,0.105164011,0.042535081,0.765079481,0.822702483,0.624056707,0.812253738,0.737596805,0.718983745
"union_peak_8113",1.075876257,1.019281951,1.063377023,0.094163628,0.122791415,0.059121162,0.101531717,0.176607686,0.104200543
"union_peak_8119",0.292357678,0.728058536,0.53594202,2.954383843,2.578619722,1.859032084,1.766651881,1.475193609,1.031585373
"union_peak_8122",1.029099028,0.986923794,1.318587509,0.16478635,0.270141114,0.203639557,0.395973697,0.550600432,0.583523039
"union_peak_8123",0.187108914,0.428745583,0.204168388,1.400683974,1.412101276,1.208699306,1.137155234,0.799928929,0.802344179
"union_peak_8133",0.865378728,0.91411794,0.672054279,1.942124837,1.792754664,3.258232911,3.117023721,2.62833791,2.521653133
"union_peak_8144",1.485177007,1.310505366,1.105912104,4.49631326,4.334536961,3.218818803,3.106870549,2.576394473,2.657113839
"union_peak_8216",0.374217828,0.396387425,0.442364842,2.165763455,1.952383504,2.39112254,1.898643113,1.807631606,1.823509497
"union_peak_8235",0.795212885,0.598625908,0.850701619,0.070622721,0.221024548,0.243053665,0.182757091,0.270105872,0.479322496
"union_peak_8256",7.262164733,4.166112736,4.347085271,1.000488553,1.215635012,1.760496815,1.380831355,2.617949222,3.574078615
"union_peak_8267",3.707095363,2.63718981,3.147595988,0.941636285,1.277030719,0.722591976,1.106695718,1.558303109,1.354607055
"union_peak_8274",1.415011164,1.359042601,1.36112259,0.965177192,0.896377332,0.466400276,0.517811758,1.319363299,1.312926838
"union_peak_8282",1.262985171,1.512743848,1.327094525,4.920049588,4.948494037,2.903505941,2.649977821,5.319007944,5.220447189
"union_peak_8286",1.988032213,2.127548834,2.194810176,0.682686306,0.72446935,0.492676347,0.456892728,0.592155181,0.771084016
"union_peak_8288",1.239596557,1.407579837,1.429178719,0.282490885,0.196466265,0.105104287,0.172603919,0.581766494,0.406382117
"union_peak_8292",0.1637203,0.242686179,0.153126291,0.376654514,0.392932529,0.847403318,0.58888396,0.602543869,0.698143636
"union_peak_8297",0.935544571,0.938386558,0.961292829,2.919072483,3.659184176,3.606390863,3.025645175,2.327065975,2.78215449
"union_peak_8314",0.292357678,0.404476965,0.416843793,1.318290799,1.154239304,0.867110372,0.893479112,0.706430743,0.614783202
"union_peak_8360",1.683980228,1.739250948,1.624840091,0.3295727,0.31925768,0.374434024,0.355361011,0.862261053,0.666883473
"union_peak_8367",0.385912136,0.129432629,0.144619275,1.589011231,1.473496984,1.537150204,1.005164001,0.509045682,0.687723582
"union_peak_8368",0.128637379,0.032358157,0.025521049,0.753309028,1.20335587,1.018197785,0.832560082,0.270105872,0.239661248
"union_peak_8372",0.198803221,0.469193279,0.425350809,1.424224881,1.227914153,0.433555186,0.507658586,0.207773748,0.177140923
"union_peak_8380",0.070165843,0.048537236,0.051042097,1.541929416,1.559450975,1.175854216,1.462056729,1.007702677,1.021165318
"union_peak_8386",0.187108914,0.242686179,0.212675405,2.071599826,1.964662645,0.991921713,0.923938627,0.893427116,0.864864504
"union_peak_8387",0.1637203,0.299312954,0.229689437,0.812161296,1.301589002,0.269329737,0.426433213,0.425936183,0.562682931
"union_peak_8432",0.140331686,0.266954797,0.229689437,3.978413303,4.015279281,2.850953797,2.122012891,1.828408981,1.490067761
"union_peak_8443",1.251290864,1.569370623,1.310080493,0.211868164,0.15962884,0.282467773,0.29444198,0.727208117,0.573102985
"union_peak_8474",0.771824271,0.930297019,0.842194602,0.188327257,0.085953991,0.06569018,0.071072202,0.249328497,0.21882114
"union_peak_8480",0.257274757,0.242686179,0.238196453,1.483077149,1.633125824,1.19556127,1.076236203,0.976536615,0.875284559
"union_peak_8499",0.9823218,0.768506233,0.64653323,0.176556803,0.221024548,0.170794467,0.324901495,0.633709931,0.666883473
"union_peak_8533",0.08186015,0.145611707,0.229689437,0.835702203,0.72446935,0.308743844,0.365514182,0.290883247,0.156300814
"union_peak_8593",0.526243821,0.412566504,0.246703469,1.22412717,0.871819049,1.596271366,1.492516244,0.841483679,0.896124667
"union_peak_8641",0.280663371,0.388297886,0.255210486,0.929865831,1.080564455,0.42041715,0.416280041,0.394770121,0.416802171
"union_peak_8649",2.046503749,1.367132141,1.063377023,0.3295727,0.368374246,0.243053665,0.304595152,1.464804922,1.510907869
"union_peak_8660",0.678269814,0.194148943,0.161633308,0.717997667,0.47888652,1.563426276,1.553435275,1.225865112,1.385867218
"union_peak_8667",1.052487642,1.108266883,0.918757748,0.294261339,0.245582831,0.216777593,0.284288808,0.311660622,0.302181574
"union_peak_8678",0.666575507,0.792774851,0.672054279,0.117704536,0.147349698,0.243053665,0.314748324,0.51943437,0.343861791
"union_peak_8679",0.958933185,0.938386558,0.910250732,0.435506782,0.208745406,0.426986168,0.507658586,0.405158808,0.531422768
"union_peak_8689",2.385638656,1.496564769,1.82900848,1.02402946,0.994610464,0.558366527,0.629496647,0.893427116,0.92738483
"union_peak_8696",0.947238878,0.865580704,0.75712444,0.341343153,0.270141114,0.137949377,0.223369778,0.249328497,0.323021682
"union_peak_8699",4.724500084,3.559397289,3.394299458,0.623834039,0.810423341,0.335019916,0.324901495,0.612932556,0.750243907
"union_peak_8700",1.660591614,1.181072737,1.310080493,0.141245443,0.171907981,0.105104287,0.010153172,0.062332124,0.041680217
"union_peak_8705",1.052487642,1.302415826,1.395150654,0.094163628,0.429769954,0.170794467,0.355361011,0.353215371,0.385542008
"union_peak_8706",1.543648542,1.666445095,1.973627755,0.553211317,0.221024548,0.275898755,0.314748324,0.446713558,0.552262876
"union_peak_8722",0.070165843,0.11325355,0.136112259,1.165274902,0.933214756,0.702884922,0.741181536,0.332437996,0.604363148
"union_peak_8724",0.1637203,0.137522168,0.144619275,1.506618056,1.178797587,0.985352695,1.137155234,0.727208117,0.573102985
"union_peak_8731",0.304051986,0.307402493,0.280731534,1.624322591,2.124291485,1.885308156,1.837724083,1.693356045,2.115271017
"union_peak_8749",3.917592891,1.197251815,1.242024363,0.306031793,0.221024548,0.151087413,0.182757091,0.727208117,0.427222225
"union_peak_8750",2.116669592,0.825133008,0.782645489,0.094163628,0.135070557,0.059121162,0.091378546,0.363604059,0.229241194
"union_peak_8751",0.152025993,0.064716314,0.085070162,0.741538574,0.847260766,0.867110372,1.076236203,0.644098618,0.698143636
"union_peak_8760",0.6548812,1.221520433,1.11441912,4.107888292,3.966162715,3.58668381,3.391159358,2.753002158,2.469552862
"union_peak_8762",0.315746293,0.137522168,0.068056129,1.671404405,1.105122738,0.801420192,1.066083032,0.737596805,0.666883473
"union_peak_8763",0.350829214,0.299312954,0.221182421,3.154481554,3.376763921,2.923212995,2.599211963,1.39208411,1.469227652
"union_peak_8764",0.549632435,0.477282818,0.578477101,1.400683974,1.731358956,1.438614935,1.340218668,1.953073229,2.21947156
"union_peak_8767",0.3274406,0.34785019,0.348787664,4.449231446,5.255472576,5.281490445,4.87352243,4.384026079,4.803645019
"union_peak_8823",0.140331686,0.056626775,0.085070162,0.223638618,0.257861972,0.157656431,0.162450748,0.799928929,0.906544722
"union_peak_8826",0.058471536,0.032358157,0.017014032,0.729768121,0.908656473,1.051042875,1.177767921,0.145441623,0.125040651
"union_peak_8827",0.011694307,0.064716314,0.034028065,0.929865831,0.761306775,0.486107329,0.578730789,0.529823057,0.427222225
"union_peak_8828",0.08186015,0.072805854,0.042535081,0.894554471,0.933214756,0.446693222,0.416280041,0.623321243,0.458482388
"union_peak_8838",0.385912136,0.323581572,0.323266615,1.765568034,1.68224239,2.266311198,2.010328002,1.444027547,1.427547435
"union_peak_8840",0.526243821,0.307402493,0.187154356,1.365372613,1.264751578,2.102085749,2.487527074,1.381695423,1.969390257
"union_peak_8845",0.514549514,0.477282818,0.425350809,1.341831706,1.805033805,1.044473857,0.852866425,0.820706304,0.479322496
"union_peak_8860",1.567037156,1.318594905,1.233517347,0.117704536,0.196466265,0.098535269,0.06091903,0.166218998,0.177140923
"union_peak_8876",0.140331686,0.291223415,0.221182421,1.530158963,1.252472436,1.280958503,1.279299638,0.841483679,0.760663962
"union_peak_8877",0.268969064,0.396387425,0.323266615,1.235897624,0.933214756,1.090456982,1.035623516,1.277808549,0.802344179
"union_peak_8878",0.1637203,0.105164011,0.119098227,0.85924311,0.822702483,0.525521437,0.375667354,0.696042055,0.729403799
"union_peak_8880",0.315746293,0.291223415,0.263717502,1.294749892,1.498055267,1.123302072,1.238686951,1.049257426,0.864864504
"union_peak_8882",0.420995057,0.299312954,0.195661372,1.306520345,1.191076729,0.860541354,0.923938627,0.560989119,0.666883473
"union_peak_8893",0.128637379,0.040447696,0.008507016,1.035799913,1.498055267,0.315312862,0.355361011,0.560989119,0.666883473
"union_peak_8899",1.06418195,1.682624173,1.846022512,0.423736328,0.294699397,0.499245365,0.436586384,0.540211744,0.500162605
"union_peak_8900",1.274679478,0.857491165,0.850701619,0.49435905,0.429769954,0.197070539,0.324901495,0.789540242,1.114945807
"union_peak_8901",1.555342849,1.019281951,0.969799845,0.235409071,0.147349698,0.177363485,0.121838061,0.373992746,0.468902442
"union_peak_8904",0.701658428,0.760416694,0.663547262,0.223638618,0.085953991,0.013138036,0.06091903,0.124664249,0.083360434
"union_peak_8906",0.912155957,1.383311219,1.199489282,0.129474989,0.454328237,0.216777593,0.284288808,0.218162435,0.260501357
"union_peak_8914",3.870815663,3.300532032,3.632495911,1.306520345,1.191076729,1.182423234,1.05592986,2.067348791,2.344512211
"union_peak_8923",0.666575507,0.946476097,0.901743716,0.682686306,0.503444803,0.203639557,0.345207839,1.101200863,0.948224939
"union_peak_8928",0.608103971,0.679521301,1.037855975,4.131429199,4.309978678,4.572036504,3.218555438,1.973850604,2.313252048
"union_peak_8931",0.1637203,0.064716314,0.042535081,0.517899957,0.196466265,0.656901797,0.842713254,0.363604059,0.437642279
"union_peak_8932",0.257274757,0.121343089,0.127605243,2.201074816,1.989220928,3.015179246,2.954572973,2.545228411,2.573753405
"union_peak_8933",0.713352735,0.396387425,0.28923855,1.624322591,1.608567541,1.950998336,2.335229498,2.10890354,2.271571831
"union_peak_8938",1.707368842,1.164893658,1.284559444,4.225592828,4.702911207,4.913625439,4.985207319,4.113920207,4.272222251
"union_peak_8941",0.362523521,0.11325355,0.034028065,1.447765788,1.645404965,1.9378603,1.786958224,1.745299482,1.948550149
"union_peak_8950",0.175414607,0.105164011,0.127605243,0.906324924,0.908656473,0.446693222,0.456892728,0.342826684,0.416802171
"union_peak_8951",0,0.064716314,0.042535081,1.565470323,1.805033805,2.167775929,2.457067558,1.828408981,1.917289986
"union_peak_8955",0.128637379,0.331671111,0.161633308,0.788620388,0.626236218,0.748868048,0.609190304,1.298585924,1.042005427
"union_peak_8964",0.280663371,0.194148943,0.085070162,0.541440864,0.343815963,0.617487689,0.802100567,0.311660622,0.427222225
"union_peak_8968",1.660591614,1.334773983,1.225010331,0.553211317,0.601677935,0.341588934,0.619343475,0.768762867,0.552262876
"union_peak_8972",1.1460421,0.711879458,0.876222667,0.16478635,0.110512274,0.118242323,0.131991232,0.103886874,0.229241194
"union_peak_8974",0.678269814,0.736148076,0.791152505,0.153015896,0.098233132,0.091966252,0.223369778,0.207773748,0.333441737
"union_peak_8990",0.935544571,0.857491165,0.782645489,0.258949978,0.270141114,0.223346611,0.304595152,0.19738506,0.406382117
"union_peak_9025",0.140331686,0.121343089,0.093577178,0.612063585,0.933214756,0.335019916,0.314748324,0.696042055,0.302181574
"union_peak_9028",0.268969064,0.250775718,0.212675405,0.258949978,0.245582831,0.183932503,0.243676122,0.789540242,0.802344179
"union_peak_9033",0.280663371,0.169880325,0.102084194,1.165274902,1.264751578,0.926231533,0.863019597,1.340140673,1.385867218
"union_peak_9036",0.175414607,0.315492032,0.170140324,0.847472656,1.20335587,0.696315904,0.670109334,0.696042055,0.729403799
"union_peak_9040",0.760129964,0.679521301,0.612505165,2.201074816,2.468107448,1.55028824,1.41129087,1.568691796,1.958970203
"union_peak_9044",1.859394835,1.116356423,1.173968234,0.69445676,0.761306775,0.361295988,0.406126869,0.602543869,0.646043365
"union_peak_9054",0.046777229,0.169880325,0.229689437,1.177045356,0.920935615,0.597780635,0.58888396,0.394770121,0.281341465
"union_peak_9059",8.94614496,1.771609105,2.211824208,0.388424967,0.454328237,2.831246743,2.355535841,2.566005785,2.646693785
"union_peak_9065",3.134074313,1.682624173,1.888557593,0.247179525,0.257861972,0.532090455,0.538118102,0.737596805,0.739823853
"union_peak_9066",0.701658428,0.784685312,0.774138473,0.117704536,0.221024548,0.039414108,0.091378546,0.145441623,0.114620597
"union_peak_9070",1.239596557,1.213430894,1.18247525,0.117704536,0.135070557,0.045983126,0.213216606,0.083109499,0.114620597
"union_peak_9071",1.730757456,1.197251815,1.199489282,0.247179525,0.294699397,0.059121162,0.182757091,0.218162435,0.135460706
"union_peak_9072",1.941254985,1.634086937,1.820501464,0.388424967,0.47888652,0.400710096,0.23352295,1.028480052,0.937804884
"union_peak_9074",0.853684421,1.172983198,1.225010331,1.694945313,2.08745406,0.35472697,0.395973697,1.246642487,1.062845536
"union_peak_9075",1.075876257,1.528922927,1.190982266,0.459047689,0.72446935,0.078828216,0.203063435,0.841483679,0.656463419
"union_peak_9085",0.210497528,0.161790786,0.085070162,1.05934082,1.105122738,0.663470815,0.791947395,0.768762867,0.78150407
"union_peak_9093",0.783518578,0.630984065,0.391322745,1.600781684,1.375263852,2.450243701,1.888489942,1.693356045,1.583848249
"union_peak_9095",0.046777229,0.024268618,0,0.729768121,0.761306775,0.361295988,0.355361011,0.353215371,0.260501357
"union_peak_9096",0.198803221,0.218417561,0.195661372,2.907302029,3.192576798,1.668530563,1.543282103,1.007702677,1.094105698
